CUE,CUEAnexo,Comun,Especial,Adultos,Artistica,Hospitalaria,Intercultural,Carcelaria
0200963,020096301,,,1,,,,
0200963,020096302,,,1,,,,
0200965,020096500,,,1,,,,
0200966,020096600,1,,,,,,
0200967,020096700,1,,,,,,
0200968,020096800,1,,,,,,
0200969,020096900,1,,,,,,
0200970,020097000,1,,,,,,
0200971,020097100,1,,,,,,
0200972,020097200,1,,,,,,
0200973,020097300,1,,,,,,
0200974,020097400,1,,,,,,
0200975,020097500,1,,,,,,
0200975,020097501,1,,,,,,
0200975,020097502,1,,,,,,
0200975,020097503,1,,,,,,
0200976,020097600,1,,,,,,
0200977,020097700,1,,,,,,
0200978,020097800,1,,,,,,
0200979,020097900,1,,,,,,
0200980,020098000,1,,,,,,
0200982,020098200,1,,,,,,
0200983,020098300,1,,,,,,
0200984,020098400,1,,,,,,
0200985,020098500,1,,,,,,
0200986,020098600,1,,,,,,
0200987,020098700,1,,,,,,
0200988,020098800,1,,,,,,
0200989,020098900,1,,,,,,
0200990,020099000,1,,,,,,
0200991,020099100,1,,,,,,
0200992,020099200,1,,,,,,
0200993,020099300,,1,,,,,
0200994,020099400,1,,,,,,
0200996,020099600,1,,,,,,
0200997,020099700,1,,,,,,
0200998,020099800,1,,,,,,
0200999,020099900,1,,,,,,
0201000,020100000,1,,,,,,
0201001,020100100,1,,,,,,
0201004,020100400,1,,,,,,
0201005,020100500,1,,,,,,
0201006,020100600,,1,,,,,
0201007,020100700,1,,,,,,
0201008,020100800,1,,,,,,
0201009,020100900,1,,,,,,
0201010,020101000,1,,,,,,
0201011,020101100,1,,,,,,
0201012,020101200,,1,,,,,
0201013,020101300,1,,,,,,
0201014,020101400,1,,,,,,
0201016,020101600,,,1,,,,
0201017,020101700,1,,,,,,
0201019,020101900,1,,,,,,
0201021,020102100,1,,,,,,
0201024,020102400,1,,,,,,
0201025,020102500,1,,,,,,
0201026,020102600,1,,,,,,
0201027,020102700,1,,,,,,
0201029,020102900,1,,,,,,
0201030,020103000,1,,,,,,
0201031,020103100,,,1,,,,
0201033,020103300,,,1,,,,
0201036,020103600,1,,,,,,
0201038,020103800,1,,,,,,
0201039,020103900,,1,,,,,
0201040,020104000,1,,,,,,
0201041,020104100,1,,,,,,
0201044,020104400,1,,,,,,
0201046,020104600,1,,,,,,
0201047,020104700,1,,,,,,
0201049,020104900,1,,,,,,
0201050,020105000,1,,,,,,
0201050,020105001,1,,,,,,
0201050,020105002,1,,,,,,
0201050,020105003,1,,,,,,
0201051,020105100,1,,,,,,
0201052,020105200,1,,,,,,
0201053,020105300,1,,,,,,
0201054,020105400,1,,,,,,
0201055,020105500,,,1,,,,
0201057,020105700,1,,,,,,
0201058,020105800,1,,,,,,
0201058,020105801,1,,,,,,
0201058,020105802,1,,,,,,
0201058,020105803,1,,,,,,
0201059,020105900,1,,,,,,
0201060,020106000,,1,,,,,
0201061,020106100,,,1,,,,
0201062,020106200,1,,,,,,
0201063,020106300,,,1,,,,
0201064,020106400,,,1,,,,
0201065,020106500,,,1,,,,
0201066,020106600,,,1,,,,
0201068,020106800,1,,,,,,
0201069,020106900,1,,,,,,
0201070,020107000,1,,,,,,
0201071,020107100,,,1,,,,
0201072,020107200,,,1,,,,
0201073,020107300,,,1,,,,
0201074,020107400,1,,,,,,
0201075,020107500,,,1,,,,
0201076,020107600,,,1,,,,
0201077,020107700,,,1,,,,
0201078,020107800,,,1,,,,
0201079,020107900,1,,,,,,
0201080,020108000,1,,,,,,
0201081,020108100,1,,,,,,
0201082,020108200,1,,,,,,
0201083,020108300,,1,,,,,
0201085,020108500,1,,,,,,
0201086,020108600,1,,,,,,
0201087,020108700,1,,,,,,
0201088,020108800,1,,,,,,
0201090,020109000,1,,,,,,
0201091,020109100,1,,,,,,
0201092,020109200,1,,,,,,
0201093,020109300,1,,,,,,
0201094,020109400,1,,,,,,
0201095,020109500,1,,,,,,
0201096,020109600,1,,,,,,
0201097,020109700,,,1,,,,
0201099,020109900,,,1,,,,
0201100,020110000,,,1,,,,
0201102,020110200,1,,,,,,
0201103,020110300,1,,,,,,
0201104,020110400,1,,,,,,
0201105,020110500,,,1,,,,
0201106,020110600,1,,,,,,
0201107,020110700,,,1,,,,
0201109,020110900,,,1,,,,
0201110,020111000,,,1,,,,
0201111,020111100,1,,1,,,,
0201113,020111300,,,1,,,,
0201114,020111400,,,1,,,,
0201115,020111500,,,1,,,,
0201116,020111600,1,,,,,,
0201117,020111700,,,1,,,,
0201118,020111800,,,1,,,,
0201119,020111900,,,1,,,,
0201121,020112100,1,,,,,,
0201122,020112200,1,,,,,,
0201123,020112300,,1,,,,,
0201124,020112400,1,,,,,,
0201125,020112500,1,,,,,,
0201126,020112600,1,,,,,,
0201128,020112800,1,,,,,,
0201129,020112900,,,1,,,,
0201130,020113000,,,1,,,,
0201132,020113200,1,,,,,,
0201133,020113300,1,,,,,,
0201134,020113400,1,,,,,,
0201136,020113600,1,,,,,,
0201137,020113700,1,,1,,,,
0201138,020113800,1,,,,,,
0201139,020113900,1,,,,,,
0201140,020114000,1,,,,,,
0201141,020114100,,,1,,,,
0201142,020114200,,,1,,,,
0201143,020114300,,,1,,,,
0201144,020114400,,,1,,,,
0201146,020114600,1,,,,,,
0201147,020114700,1,,,,,,
0201148,020114800,1,,,,,,
0201149,020114900,1,,,,,,
0201151,020115100,1,,,1,,,
0201152,020115200,1,,,,,,
0201153,020115300,1,,,,,,
0201154,020115400,,,1,,,,
0201155,020115500,1,,,,,,
0201158,020115800,1,,,,,,
0201160,020116000,1,,,,,,
0201161,020116100,1,,,,,,
0201162,020116200,1,,,,,,
0201163,020116300,,,,,1,,
0201165,020116500,1,,,,,,
0201166,020116600,1,,,,,,
0201167,020116700,1,,,,,,
0201168,020116800,1,,,,,,
0201169,020116900,1,,,,,,
0201170,020117000,1,,,,,,
0201171,020117100,1,,,,,,
0201172,020117200,1,,,,,,
0201173,020117300,1,,,1,,,
0201174,020117400,1,,1,,,,
0201175,020117500,1,,1,,,,
0201176,020117600,1,,,,,,
0201177,020117700,1,,,,,,
0201178,020117800,1,,,,,,
0201181,020118100,1,,,,,,
0201182,020118200,1,,,,,,
0201185,020118500,1,,,,,,
0201186,020118600,1,,,,,,
0201187,020118700,1,,1,,,,
0201188,020118800,1,,,,,,
0201189,020118900,1,,,,,,
0201190,020119000,1,,1,,,,
0201191,020119100,1,,1,,,,
0201192,020119200,1,,,,,,
0201193,020119300,1,,,,,,
0201194,020119400,1,,,,,,
0201195,020119500,1,,,,,,
0201196,020119600,1,,,,,,
0201197,020119700,1,,,,,,
0201198,020119800,1,,,,,,
0201199,020119900,1,,,,,,
0201201,020120100,1,,,,,,
0201201,020120101,1,,,,,,
0201201,020120102,1,,,,,,
0201201,020120103,1,,,,,,
0201202,020120200,1,,,,,,
0201204,020120400,1,,,,,,
0201206,020120600,1,,,,,,
0201208,020120800,1,,,,,,
0201209,020120900,1,,,,,,
0201211,020121100,1,,,,,,
0201211,020121101,1,,,,,,
0201211,020121102,1,,,,,,
0201212,020121200,1,,,,,,
0201213,020121300,1,,,,,,
0201214,020121400,1,,,,,,
0201214,020121401,1,,,,,,
0201215,020121500,1,,,,,,
0201216,020121600,1,,,,,,
0201217,020121700,1,,,,,,
0201218,020121800,1,,,,,,
0201220,020122000,1,,,,,,
0201221,020122100,1,,,,,,
0201222,020122200,1,,,,,,
0201224,020122400,1,,,,,,
0201225,020122500,1,,,,,,
0201228,020122800,1,,,,,,
0201229,020122900,1,,,,,,
0201230,020123000,1,,,,,,
0201231,020123100,1,,,,,,
0201232,020123200,1,,,,,,
0201233,020123300,1,,,,,,
0201234,020123400,1,,,,,,
0201235,020123500,,,1,,,,
0201236,020123600,,,1,,,,
0201237,020123700,1,,,,,,
0201239,020123900,1,,,,,,
0201240,020124000,1,,,,,,
0201241,020124100,,1,,,,,
0201243,020124300,1,,,,,,
0201245,020124500,1,,,,,,
0201247,020124700,1,,,,,,
0201248,020124800,1,,,,,,
0201250,020125000,1,,1,,,,
0201251,020125100,1,,,,,,
0201252,020125200,1,,,,,,
0201253,020125300,1,,,,,,
0201254,020125400,1,,,,,,
0201255,020125500,1,,,,,,
0201256,020125600,1,,,,,,
0201260,020126000,1,,,,,,
0201261,020126100,1,,,,,,
0201262,020126200,1,,,,,,
0201263,020126300,1,,,,,,
0201264,020126400,1,,,,,,
0201265,020126500,1,,,,,,
0201266,020126600,1,,,,,,
0201267,020126700,1,,1,,,,
0201268,020126800,1,,,,,,
0201269,020126900,1,,,,,,
0201270,020127000,1,,1,,,,
0201271,020127100,1,,,,,,
0201272,020127200,1,,,,,,
0201273,020127300,1,,,,,,
0201276,020127600,1,,,,,,
0201278,020127800,1,,,,,,
0201278,020127802,1,,,,,,
0201279,020127900,1,,,,,,
0201280,020128000,1,,,,,,
0201281,020128100,1,,,,,,
0201282,020128200,,,1,,,,
0201283,020128300,,,1,,,,
0201284,020128400,1,,,,,,
0201285,020128500,,,1,,,,
0201286,020128600,,,1,,,,
0201287,020128700,1,,,,,,
0201288,020128800,1,,,,,,
0201289,020128900,,,1,,,,
0201290,020129000,1,,,,,,
0201291,020129100,1,,,,,,
0201292,020129200,1,,,,,,
0201294,020129400,1,,,,,,
0201295,020129500,1,,,,,,
0201296,020129600,1,,,,,,
0201297,020129700,1,,,,,,
0201298,020129800,1,,,,,,
0201299,020129900,1,,,,,,
0201300,020130000,1,,,,,,
0201301,020130100,1,,,,,,
0201302,020130200,1,,,,,,
0201303,020130300,1,,,,,,
0201304,020130400,1,,,,,,
0201305,020130500,1,,,,,,
0201306,020130600,1,,,,,,
0201307,020130700,1,,,,,,
0201307,020130705,1,,,,,,
0201307,020130706,1,,,,,,
0201307,020130707,1,,,,,,
0201307,020130708,1,,,,,,
0201308,020130800,1,,,,,,
0201309,020130900,1,,,,,,
0201310,020131000,1,,,,,,
0201311,020131100,1,,,,,,
0201312,020131200,1,,,,,,
0201313,020131300,1,,,,,,
0201314,020131400,1,,,,,,
0201316,020131600,1,,,,,,
0201318,020131800,1,,,,,,
0201319,020131900,1,,,,,,
0201320,020132000,1,,,,,,
0201321,020132100,1,,,,,,
0201322,020132200,1,,,,,,
0201323,020132300,1,,,,,,
0201325,020132500,1,,,,,,
0201325,020132501,1,,,,,,
0201325,020132502,1,,,,,,
0201325,020132503,1,,,,,,
0201326,020132600,1,,,,,,
0201327,020132700,,1,,,,,
0201328,020132800,1,,,,,,
0201328,020132801,1,,,,,,
0201329,020132900,1,,,,,,
0201329,020132901,1,,,,,,
0201330,020133000,1,,,,,,
0201331,020133100,1,,1,,,,
0201332,020133200,1,,,,,,
0201334,020133400,1,,,,,,
0201335,020133500,1,,,,,,
0201336,020133600,1,,,,,,
0201337,020133700,1,,,,,,
0201339,020133900,1,,,,,,
0201340,020134000,1,,,,,,
0201341,020134100,1,,,,,,
0201342,020134200,1,,,,,,
0201343,020134300,1,,,,,,
0201344,020134400,1,,,,,,
0201345,020134500,1,,,,,,
0201346,020134600,1,,,,,,
0201347,020134700,1,,,,,,
0201348,020134800,1,,,,,,
0201349,020134900,,1,,,,,
0201350,020135000,,1,,,,,
0201351,020135100,1,,,,,,
0201352,020135200,1,,,,,,
0201353,020135300,1,,,,,,
0201354,020135400,1,,,,,,
0201355,020135500,1,,,,,,
0201357,020135700,1,,,,,,
0201359,020135900,,,1,,,,
0201360,020136000,1,,1,,,,
0201361,020136100,1,,,,,,
0201364,020136400,1,,,,,,
0201365,020136500,1,,,,,,
0201366,020136600,1,,,,,,
0201367,020136700,1,,,,,,
0201368,020136800,1,,,,,,
0201369,020136900,1,,,,,,
0201369,020136901,1,,,,,,
0201369,020136902,1,,,,,,
0201369,020136903,1,,,,,,
0201370,020137000,1,,,,,,
0201371,020137100,1,,,,,,
0201372,020137200,1,,,,,,
0201372,020137201,1,,,,,,
0201372,020137202,1,,,,,,
0201372,020137203,1,,,,,,
0201373,020137300,1,,,,,,
0201374,020137400,1,,,,,,
0201375,020137500,1,,,,,,
0201378,020137800,1,,,,,,
0201381,020138100,1,,,,,,
0201384,020138400,1,,,,,,
0201386,020138600,1,,,,,,
0201386,020138601,1,,,,,,
0201386,020138602,1,,,,,,
0201387,020138700,,1,,,,,
0201389,020138900,,,1,,,,
0201391,020139100,1,,,,,,
0201392,020139200,1,,,,,,
0201393,020139300,1,,,,,,
0201394,020139400,1,,,,,,
0201395,020139500,1,,,,,,
0201397,020139700,1,,,,,,
0201398,020139800,1,,,,,,
0201399,020139900,1,,,,,,
0201400,020140000,1,,,,,,
0201401,020140100,1,,,,,,
0201402,020140200,1,,,,,,
0201403,020140300,1,,,,,,
0201404,020140400,1,,,,,,
0201405,020140500,1,,,,,,
0201406,020140600,1,,,,,,
0201408,020140800,1,,,,,,
0201409,020140900,1,,,,,,
0201409,020140903,1,,,,,,
0201409,020140905,1,,,,,,
0201410,020141000,1,,,,,,
0201411,020141100,1,,,,,,
0201412,020141200,,,1,,,,
0201413,020141300,,,1,,,,
0201414,020141400,1,,,,,,
0201415,020141500,,,1,,,,
0201416,020141600,1,,,,,,
0201417,020141700,,,1,,,,
0201418,020141800,,,1,,,,
0201419,020141900,1,,,,,,
0201420,020142000,1,,,,,,
0201422,020142200,1,,,,,,
0201423,020142300,,,1,,,,
0201424,020142400,,,1,,,,
0201431,020143100,1,,,,,,
0201432,020143200,1,,,,,,
0201433,020143300,1,,,,,,
0201434,020143400,1,,,,,,
0201435,020143500,1,,,,,,
0201436,020143600,1,,,,,,
0201440,020144000,1,,,,,,
0201441,020144100,1,,,,,,
0201441,020144101,1,,,,,,
0201441,020144102,1,,,,,,
0201441,020144103,1,,,,,,
0201442,020144200,1,,,,,,
0201444,020144400,,,1,,,,
0201446,020144600,1,,,,,,
0201447,020144700,,,1,,,,
0201448,020144800,1,,,,,,
0201449,020144900,1,,,,,,
0201450,020145000,,,1,,,,
0201453,020145300,1,,,,,,
0201455,020145500,,,1,,,,
0201456,020145600,1,,,,,,
0201457,020145700,1,,,,,,
0201458,020145800,,,1,,,,
0201459,020145900,1,,,,,,
0201460,020146000,,,1,,,,
0201461,020146100,,,1,,,,
0201462,020146200,,,1,,,,
0201463,020146300,,,1,,,,
0201464,020146400,,,1,,,,
0201466,020146600,,,1,,,,
0201467,020146700,1,,,,,,
0201468,020146800,1,,,,,,
0201469,020146900,1,,,,,,
0201471,020147100,1,,,,,,
0201471,020147101,1,,,,,,
0201472,020147200,1,,,,,,
0201473,020147300,1,,,,,,
0201474,020147400,1,,,,,,
0201475,020147500,1,,,,,,
0201476,020147600,1,,,,,,
0201477,020147700,,1,,,,,
0201478,020147800,1,,,,,,
0201478,020147801,1,,,,,,
0201478,020147802,1,,,,,,
0201479,020147900,1,,,,,,
0201480,020148000,1,,,,,,
0201482,020148200,1,,,,,,
0201483,020148300,1,,,,,,
0201485,020148500,1,,,,,,
0201486,020148600,1,,,,,,
0201487,020148700,1,,,,,,
0201489,020148900,1,,,,,,
0201490,020149000,1,,,,,,
0201492,020149200,,1,,,,,
0201494,020149400,1,,,,,,
0201496,020149600,1,,1,,,,
0201497,020149700,1,,,,,,
0201498,020149800,1,,,,,,
0201499,020149900,1,,,,,,
0201500,020150000,1,,,,,,
0201501,020150100,1,,,,,,
0201504,020150400,1,,,,,,
0201505,020150500,1,,,,,,
0201506,020150600,1,,,,,,
0201507,020150700,1,,1,,,,
0201508,020150800,1,,,,,,
0201509,020150900,1,,,,,,
0201510,020151000,1,,,,,,
0201511,020151100,1,,,,,,
0201512,020151200,1,,,,,,
0201513,020151300,1,,,,,,
0201514,020151400,1,,,,,,
0201516,020151600,1,,,,,,
0201517,020151700,1,,,,,,
0201518,020151800,1,,,,,,
0201519,020151900,1,,,,,,
0201520,020152000,1,,,,,,
0201521,020152100,1,,,,,,
0201522,020152200,1,,,,,,
0201522,020152201,1,,,,,,
0201522,020152202,1,,,,,,
0201522,020152203,1,,,,,,
0201522,020152204,1,,,,,,
0201523,020152300,1,,,,,,
0201524,020152400,1,,,,,,
0201525,020152500,1,,,,,,
0201526,020152600,1,,,,,,
0201527,020152700,1,,,,,,
0201530,020153000,1,,,,,,
0201531,020153100,1,,,,,,
0201532,020153200,1,,,,,,
0201533,020153300,1,,,,,,
0201534,020153400,1,,,,,,
0201535,020153500,1,,,,,,
0201536,020153600,1,,,,,,
0201537,020153700,,1,,,,,
0201538,020153800,1,,,,,,
0201539,020153900,1,,,,,,
0201540,020154000,1,,,,,,
0201541,020154100,1,,,,,,
0201544,020154400,1,,,,,,
0201544,020154401,1,,,,,,
0201544,020154402,1,,,,,,
0201544,020154403,1,,,,,,
0201545,020154500,1,,,,,,
0201545,020154501,1,,,,,,
0201545,020154503,1,,,,,,
0201546,020154600,1,,,,,,
0201547,020154700,,1,,,,,
0201548,020154800,1,,,,,,
0201549,020154900,1,,,,,,
0201550,020155000,,,1,,,,
0201551,020155100,1,,,,,,
0201551,020155101,1,,,,,,
0201551,020155102,1,,,,,,
0201552,020155200,1,,,,,,
0201553,020155300,1,,,,,,
0201554,020155400,1,,,,,,
0201554,020155401,1,,,,,,
0201555,020155500,1,,,,,,
0201556,020155600,,,1,,,,
0201558,020155800,1,,,,,,
0201559,020155900,1,,,,,,
0201560,020156000,,,1,,,,
0201563,020156300,1,,,,,,
0201564,020156400,,,1,,,,
0201565,020156500,1,,,,,,
0201566,020156600,,1,,,,,
0201567,020156700,1,,,,,,
0201569,020156900,1,,,,,,
0201569,020156902,1,,,,,,
0201569,020156903,1,,,,,,
0201570,020157000,1,,,,,,
0201571,020157100,1,,,,,,
0201572,020157200,1,,,,,,
0201574,020157400,1,,,,,,
0201574,020157401,1,,,,,,
0201574,020157402,1,,,,,,
0201574,020157403,1,,,,,,
0201575,020157500,1,,,,,,
0201576,020157600,,,1,,,,
0201577,020157700,1,,,,,,
0201578,020157800,,,1,,,,
0201580,020158000,1,,,,,,
0201581,020158100,1,,,,,,
0201582,020158200,,1,,,,,
0201583,020158300,1,,,,,,
0201583,020158301,1,,,,,,
0201584,020158400,1,,,,,,
0201585,020158500,1,,,,,,
0201586,020158600,1,,,,,,
0201587,020158700,1,,,,,,
0201587,020158701,1,,,,,,
0201587,020158702,1,,,,,,
0201587,020158703,1,,,,,,
0201588,020158800,1,,,,,,
0201589,020158900,1,,,,,,
0201591,020159100,1,,,,,,
0201592,020159200,1,,,,,,
0201592,020159201,1,,,,,,
0201592,020159202,1,,,,,,
0201592,020159203,1,,,,,,
0201592,020159204,1,,,,,,
0201592,020159205,1,,,,,,
0201593,020159300,1,,,,,,
0201593,020159301,1,,,,,,
0201593,020159302,1,,,,,,
0201595,020159500,1,,,,,,
0201595,020159502,1,,,,,,
0201596,020159600,1,,,,,,
0201596,020159601,1,,,,,,
0201596,020159602,1,,,,,,
0201597,020159700,1,,,,,,
0201597,020159701,1,,,,,,
0201597,020159702,1,,,,,,
0201597,020159703,1,,,,,,
0201598,020159800,,,1,,,,
0201598,020159801,,,1,,,,
0201598,020159802,,,1,,,,
0201598,020159803,,,1,,,,
0201598,020159804,,,1,,,,
0201598,020159805,,,1,,,,
0201598,020159806,,,1,,,,
0201598,020159809,,,1,,,,
0201598,020159810,,,1,,,,
0201598,020159812,,,1,,,,
0201598,020159815,,,1,,,,
0201598,020159818,,,1,,,,
0201598,020159819,,,1,,,,
0201598,020159822,,,1,,,,
0201598,020159823,,,1,,,,
0201598,020159824,,,1,,,,
0201598,020159825,,,1,,,,
0201598,020159826,,,1,,,,
0201598,020159827,,,1,,,,
0201598,020159828,,,1,,,,
0201598,020159829,,,1,,,,
0201598,020159831,,,1,,,,
0201598,020159833,,,1,,,,
0201598,020159838,,,1,,,,
0201598,020159839,,,1,,,,
0201598,020159840,,,1,,,,
0201598,020159842,,,1,,,,
0201598,020159846,,,1,,,,
0201598,020159848,,,1,,,,
0201598,020159850,,,1,,,,
0201598,020159855,,,1,,,,
0201598,020159856,,,1,,,,
0201598,020159857,,,1,,,,
0201598,020159859,,,1,,,,
0201598,020159861,,,1,,,,
0201598,020159862,,,1,,,,
0201598,020159863,,,1,,,,
0201598,020159866,,,1,,,,
0201598,020159867,,,1,,,,
0201598,020159868,,,1,,,,
0201598,020159869,,,1,,,,
0201598,020159870,,,1,,,,
0201598,020159872,,,1,,,,
0201598,020159873,,,1,,,,
0201598,020159874,,,1,,,,
0201598,020159875,,,1,,,,
0201598,020159877,,,1,,,,1
0201598,020159878,,,1,,,,
0201598,020159879,,,1,,,,
0201598,020159880,,,1,,,,
0201598,020159881,,,1,,,,
0201598,020159882,,,1,,,,
0201598,020159883,,,1,,,,
0201598,020159884,,,1,,,,
0201598,020159885,,,1,,,,
0201598,020159886,,,1,,,,
0201598,020159888,,,1,,,,
0201598,020159889,,,1,,,,
0201598,020159890,,,1,,,,
0201598,020159891,,,1,,,,
0201599,020159900,,,1,,,,
0201600,020160000,1,,,,,,
0201601,020160100,1,,,,,,
0201601,020160101,1,,,,,,
0201601,020160102,1,,,,,,
0201602,020160200,1,,,,,,
0201603,020160300,1,,,,,,
0201604,020160400,,,1,,,,
0201605,020160500,1,,,,,,
0201606,020160600,,,1,,,,
0201607,020160700,,,1,,,,
0201610,020161000,1,,,,,,
0201611,020161100,1,,,,,,
0201615,020161500,1,,,,,,
0201616,020161600,1,,,,,,
0201618,020161800,1,,,,,,
0201620,020162000,,,1,,,,
0201621,020162100,1,,,,,,1
0201622,020162200,,,1,,,,
0201624,020162400,,,1,,,,
0201625,020162500,,,1,,,,
0201627,020162700,1,,,,,,
0201629,020162900,1,,,,,,
0201631,020163100,1,,1,,,,
0201632,020163200,,1,,,,,
0201637,020163700,1,,,,,,
0201638,020163800,1,,,,,,
0201638,020163801,1,,,,,,
0201638,020163802,1,,,,,,
0201638,020163803,1,,,,,,
0201638,020163804,1,,,,,,
0201639,020163900,1,,,,,,
0201640,020164000,1,,,,,,
0201643,020164300,,1,,,,,
0201644,020164400,1,,,,,,
0201646,020164600,1,,,,,,
0201648,020164800,1,,,,,,
0201649,020164900,1,,,,,,
0201650,020165000,1,,,,,,
0201651,020165100,,,1,,,,
0201652,020165200,1,,,,,,
0201653,020165300,1,,,,,,
0201653,020165301,1,,,,,,
0201653,020165302,1,,,,,,
0201653,020165303,1,,,,,,
0201656,020165600,1,,,,,,
0201658,020165800,1,,,,,,
0201658,020165801,1,,,,,,
0201658,020165802,1,,,,,,
0201658,020165803,1,,,,,,
0201659,020165900,1,,,,,,
0201660,020166000,1,,,,,,
0201661,020166100,1,,,,,,
0201662,020166200,1,,,,,,
0201663,020166300,,,1,,,,
0201665,020166500,1,,,,,,
0201666,020166600,1,,,,,,
0201667,020166700,1,,,,,,
0201670,020167000,,,1,,,,
0201671,020167100,1,,,,,,
0201673,020167300,1,,1,,,,
0201675,020167500,1,,,,,,
0201676,020167600,1,,,,,,
0201677,020167700,1,,,,,,
0201678,020167800,1,,,,,,
0201679,020167900,1,,,,,,
0201680,020168000,1,,,,,,
0201681,020168100,1,,,,,,
0201682,020168200,1,,,,,,
0201683,020168300,1,,,,,,
0201684,020168400,1,,,,,,
0201685,020168500,1,,,,,,
0201686,020168600,1,,,,,,
0201687,020168700,1,,,,,,
0201688,020168800,1,,,,,,
0201689,020168900,1,,,,,,
0201690,020169000,1,,,,,,
0201691,020169100,1,,,,,,
0201692,020169200,1,,,,,,
0201692,020169203,1,,,,,,
0201692,020169204,1,,,,,,
0201693,020169300,1,,,,,,
0201694,020169400,1,,,,,,
0201696,020169600,1,,,,,,
0201697,020169700,1,,,,,,
0201698,020169800,1,,,,,,
0201699,020169900,1,,,,,,
0201700,020170000,1,,,,,,
0201701,020170100,1,,1,,,,
0201702,020170200,1,,,,,,
0201703,020170300,1,,,,,,
0201705,020170500,1,,,,,,
0201706,020170600,1,,,,,,
0201706,020170601,1,,,,,,
0201706,020170602,1,,,,,,
0201706,020170603,1,,,,,,
0201709,020170900,1,,,,,,
0201709,020170901,,1,,,,,
0201712,020171200,1,,,,,,
0201713,020171300,1,,,,,,
0201717,020171700,1,,,,,,
0201718,020171800,,,1,,,,
0201719,020171900,1,,,,,,
0201722,020172200,,,1,,,,
0201723,020172300,,1,,,,,
0201725,020172500,1,,,,,,
0201727,020172700,1,,,,,,
0201728,020172800,1,,,,,,
0201729,020172900,1,,,,,,
0201730,020173000,1,,,,,,
0201732,020173200,1,,,,,,
0201733,020173300,1,,,,,,
0201736,020173600,1,,,,,,
0201738,020173800,1,,,,,,
0201739,020173900,1,,,,,,
0201744,020174400,1,,,,,,
0201745,020174500,1,,,,,,
0201746,020174600,1,,,,,,
0201747,020174700,,1,,,,,
0201748,020174800,1,,,,,,
0201750,020175000,1,,,,,,
0201751,020175100,1,,,,,,
0201753,020175300,1,,,,,,
0201756,020175600,1,,,,,,
0201759,020175900,1,,,,,,
0201760,020176000,1,,,,,,
0201764,020176400,1,,,,,,
0201768,020176800,,1,,,,,
0201769,020176900,1,,,,,,
0201775,020177500,1,,,,,,
0201777,020177700,1,,,,,,
0201778,020177800,1,,,,,,
0201778,020177801,1,,,,,,
0201780,020178000,,,1,,,,
0201781,020178100,1,,,,,,
0201782,020178200,1,,,,,,
0201783,020178300,1,,,,,,
0201784,020178400,1,,,,,,
0201785,020178500,1,,,,,,
0201786,020178600,1,,,,,,
0201787,020178700,1,,,,,,
0201788,020178800,1,,,,,,
0201789,020178900,1,,,,,,
0201792,020179200,1,,,,,,
0201796,020179600,1,,,,,,
0201798,020179800,1,,,,,,
0201800,020180000,1,,,,,,
0201803,020180300,1,,,,,,
0201809,020180900,1,,,,,,
0201810,020181000,1,,,,,,
0201811,020181100,1,,,,,,
0201812,020181200,1,,,,,,
0201815,020181500,,1,,,,,
0201816,020181600,1,,,,,,
0201817,020181700,1,,,,,,
0201819,020181900,1,,,,,,
0201820,020182000,,,1,,,,
0201822,020182200,1,,1,,,,
0201823,020182300,1,,,,,,
0201826,020182600,1,,,,,,
0201831,020183100,,,1,,,,
0201832,020183200,1,,,,,,
0201833,020183300,1,,,,,,
0201834,020183400,1,,,,,,
0201837,020183700,,,1,,,,
0201838,020183800,1,,,,,,
0201839,020183900,1,,,,,,
0201840,020184000,1,,,,,,
0201841,020184100,1,,,,,,
0201845,020184500,,,1,,,,
0201845,020184501,,,1,,,,
0201845,020184502,,,1,,,,
0201845,020184503,,,1,,,,
0201845,020184504,,,1,,,,
0201845,020184505,,,1,,,,
0201845,020184506,,,1,,,,
0201845,020184507,,,1,,,,
0201845,020184508,,,1,,,,
0201845,020184509,,,1,,,,
0201845,020184510,,,1,,,,
0201845,020184511,,,1,,,,
0201845,020184513,,,1,,,,
0201845,020184515,,,1,,,,
0201845,020184516,,,1,,,,
0201845,020184517,,,1,,,,
0201845,020184518,,,1,,,,
0201845,020184519,,,1,,,,
0201845,020184520,,,1,,,,
0201845,020184521,,,1,,,,
0201845,020184522,,,1,,,,
0201845,020184523,,,1,,,,
0201845,020184524,,,1,,,,
0201845,020184525,,,1,,,,
0201845,020184526,,,1,,,,
0201845,020184527,,,1,,,,
0201845,020184528,,,1,,,,
0201845,020184529,,,1,,,,
0201845,020184530,,,1,,,,
0201845,020184531,,,1,,,,
0201845,020184532,,,1,,,,
0201845,020184533,,,1,,,,
0201845,020184534,,,1,,,,
0201845,020184535,,,1,,,,
0201845,020184536,,,1,,,,
0201845,020184537,,,1,,,,
0201845,020184538,,,1,,,,
0201845,020184539,,,1,,,,
0201845,020184540,,,1,,,,
0201845,020184541,,,1,,,,
0201845,020184542,,,1,,,,
0201845,020184543,,,1,,,,
0201845,020184544,,,1,,,,
0201845,020184545,,,1,,,,
0201845,020184546,,,1,,,,
0201845,020184547,,,1,,,,
0201845,020184549,,,1,,,,
0201845,020184550,,,1,,,,
0201845,020184551,,,1,,,,
