CUE,CUEAnexo,Comun,Especial,Adultos,Artistica,Hospitalaria,Intercultural,Carcelaria
8200238,820023802,,,1,,,,
8200238,820023803,,,1,,,,
8200238,820023804,,,1,,,,
8200238,820023805,,,1,,,,
8200238,820023806,,,1,,,,
8200238,820023807,,,1,,,,
8200238,820023808,,,1,,,,
8200238,820023809,,,1,,,,
8200238,820023810,,,1,,,,
8200238,820023811,,,1,,,,
8200238,820023812,,,1,,,,
8200239,820023900,1,,,,,,
8200240,820024000,1,,,,,,
8200241,820024100,1,,,,,,
8200242,820024200,1,,1,,,,
8200243,820024300,1,,,,,,
8200244,820024400,1,,,,,,
8200246,820024600,1,,,,,,
8200248,820024800,1,,,,,,
8200250,820025000,1,,,,,,
8200251,820025100,1,,,,,,
8200251,820025101,1,,,,,,
8200253,820025300,1,,,,,,
8200253,820025301,1,,,,,,
8200253,820025302,1,,,,,,
8200254,820025400,,,1,,,,
8200255,820025500,1,,,,,,
8200256,820025600,1,,,,,,
8200257,820025700,1,,,,,,
8200258,820025800,,,1,,,,
8200258,820025801,,,1,,,,
8200259,820025900,1,,,,,,
8200261,820026100,1,,,,,,
8200262,820026200,1,,,,,,
8200263,820026300,1,,,,,,
8200264,820026400,1,,,,,,
8200266,820026600,1,,,,,,
8200267,820026700,1,,,,,,
8200268,820026800,1,,,,,,
8200269,820026900,1,,,,,,
8200271,820027100,1,,,,,,
8200272,820027200,1,,,,,,
8200273,820027300,1,,,,,,
8200274,820027400,1,,,,,,
8200275,820027500,,,,,,,
8200276,820027600,1,,1,,,,
8200277,820027700,1,,,,,,
8200278,820027800,1,,,,,,
8200279,820027900,1,,,,,,
8200280,820028000,,1,,,,,
8200283,820028300,1,,,,,,
8200284,820028400,,,1,,,,
8200285,820028500,1,,,,,,
8200286,820028600,1,,,,,,
8200287,820028700,1,,,,,,
8200288,820028800,1,,,,,,
8200289,820028900,,,1,,,,
8200290,820029000,,,1,,,,
8200290,820029001,,,1,,,,
8200290,820029002,,,1,,,,
8200291,820029100,1,,,,,,
8200292,820029200,1,,,,,,
8200293,820029300,1,,,,,,
8200294,820029400,1,,,,,,
8200295,820029500,,,1,,,,
8200295,820029501,,,1,,,,
8200296,820029600,1,,,,,,
8200297,820029700,,,,,,,
8200299,820029900,1,,,,,,
8200300,820030000,1,,,,,,
8200301,820030100,1,,,,,,
8200302,820030200,1,,,,,,
8200303,820030300,1,,,,,,
8200305,820030500,1,,,,,,
8200306,820030600,1,,,,,,
8200306,820030601,1,,,,,,
8200306,820030602,1,,,,,,
8200307,820030700,1,,,,,,
8200308,820030800,1,,,,,,
8200309,820030900,1,,,,,,
8200310,820031000,,1,,,,,
8200313,820031300,1,,1,,,,
8200314,820031400,,1,,,,,
8200315,820031500,,,1,,,,
8200317,820031700,1,,,,,,
8200318,820031800,1,,,,,,
8200319,820031900,,,1,,,,
8200320,820032000,1,,,,,,
8200321,820032100,1,,,,,,
8200322,820032200,1,,,,,,
8200323,820032300,1,,,,,,
8200324,820032400,1,,,,,,
8200325,820032500,1,,,,,,
8200326,820032600,1,,,,,,
8200327,820032700,1,,,,,,
8200327,820032701,1,,,,,,
8200328,820032800,1,,,,,,
8200329,820032900,,,1,,,,
8200329,820032901,,,1,,,,
8200329,820032902,,,1,,,,
8200329,820032903,,,1,,,,
8200329,820032904,,,1,,,,
8200329,820032905,,,1,,,,
8200329,820032906,,,1,,,,
8200329,820032907,,,1,,,,
8200329,820032908,,,1,,,,
8200329,820032909,,,1,,,,
8200331,820033100,1,,,,,,
8200332,820033200,,,1,,,,
8200332,820033201,,,1,,,,
8200333,820033300,1,,,,,,
8200334,820033400,,1,,,,,
8200334,820033401,,1,,,,,
8200335,820033500,1,,,,,,
8200336,820033600,1,,1,,,,
8200338,820033800,1,,,,,,
8200339,820033900,1,,,,,,
8200339,820033902,1,,,,,,
8200341,820034100,1,,,,,,
8200342,820034200,1,,1,,,,
8200343,820034300,1,,,,,,
8200344,820034400,1,,,,,,
8200346,820034600,1,,,,,,
8200347,820034700,,,1,,,,
8200348,820034800,1,,,,,,
8200350,820035000,1,,,,,,
8200350,820035002,1,,,,,,
8200351,820035100,1,,,,,,
8200352,820035200,1,,,,,,
8200353,820035300,1,,,,,,
8200354,820035400,,,1,,,,
8200354,820035401,,,1,,,,
8200355,820035500,1,,,,,,
8200355,820035501,1,,,,,,
8200356,820035600,1,,,,,,
8200357,820035700,1,,,,,,
8200358,820035800,1,,,,,,
8200360,820036000,1,,,,,,
8200361,820036100,1,,,,,,
8200362,820036200,1,,,,,,
8200363,820036300,1,,,,,,
8200364,820036400,1,,,,,,
8200365,820036500,1,,,,,,
8200366,820036600,1,,,,,,
8200367,820036700,1,,,,,,
8200368,820036800,1,,,,,,
8200369,820036900,1,,,,,,
8200370,820037000,1,,,,,,
8200371,820037100,1,,,,,,
8200372,820037200,1,,,,,,
8200373,820037300,1,,,,,,
8200374,820037400,,1,,,,,
8200376,820037600,,,1,,,,
8200377,820037700,1,,,,,,
8200378,820037800,1,,,,,,
8200379,820037900,1,,1,,,,
8200380,820038000,1,,,,,,
8200381,820038100,,1,,,,,
8200381,820038101,,1,,,,,
8200382,820038200,1,,,,,,
8200383,820038300,,,1,,,,
8200383,820038306,,,1,,,,
8200383,820038307,,,1,,,,
8200383,820038308,,,1,,,,
8200384,820038400,1,,,,,,
8200385,820038500,,,1,,,,
8200386,820038600,1,,,,,,
8200388,820038800,1,,,,,,
8200389,820038900,1,,,,,,
8200390,820039000,1,,,,,,
8200391,820039100,1,,,,,,
8200391,820039101,1,,,,,,
8200392,820039200,1,,,,,,
8200393,820039300,1,,,,,,
8200394,820039400,1,,,,,,
8200395,820039500,1,,,,,,
8200396,820039600,1,,,,,,
8200396,820039601,1,,,,,,
8200397,820039700,1,,,,,,
8200398,820039800,1,,,,,,
8200399,820039900,1,,,,,,
8200401,820040100,1,,,,,,
8200401,820040101,1,,,,,,
8200402,820040200,1,,,,,,
8200404,820040400,1,,,,,,
8200404,820040401,1,,,,,,
8200405,820040500,1,,,,,,
8200405,820040503,1,,,,,,
8200405,820040504,1,,,,,,
8200406,820040600,1,,,,,,
8200407,820040700,1,,,,,,
8200408,820040800,,,,,,,
8200409,820040900,1,,,,,,
8200410,820041000,1,,,,,,
8200412,820041200,,,1,,,,
8200413,820041300,,1,,,,,
8200415,820041500,1,,,,,,
8200415,820041501,1,,,,,,
8200416,820041600,,,1,,,,
8200417,820041700,1,,,,,,
8200418,820041800,,,1,,,,
8200420,820042000,1,,,,,,
8200421,820042100,1,,,,,,
8200422,820042200,1,,,,,,
8200424,820042400,1,,,,,,
8200425,820042500,1,,,,,,
8200426,820042600,1,,,,,,
8200427,820042700,1,,,,,,
8200429,820042900,,,,,,,
8200432,820043200,,1,,,,,
8200434,820043400,1,,,,,,
8200435,820043500,,,1,,,,
8200435,820043501,,,1,,,,
8200435,820043502,,,1,,,,
8200438,820043800,,1,,,,,
8200439,820043900,,,1,,,,
8200440,820044000,1,,,,,,
8200442,820044200,1,,,,,,
8200443,820044300,1,,,,,,
8200443,820044301,1,,,,,,
8200443,820044302,1,,,,,,
8200444,820044400,,,,,,,
8200445,820044500,1,,,,,,
8200446,820044600,1,,1,,,,
8200446,820044601,1,,,,,,
8200446,820044603,1,,,,,,
8200446,820044604,1,,,,,,
8200447,820044700,1,,,,,,
8200448,820044800,1,,,,,,
8200449,820044900,1,,,,,,
8200450,820045000,1,,,,,,
8200451,820045100,1,,,,,,
8200452,820045200,1,,,,,,
8200453,820045300,,1,,,,,
8200454,820045400,1,,,,,,
8200454,820045403,1,,,,,,
8200454,820045404,1,,,,,,
8200454,820045405,1,,,,,,
8200454,820045406,1,,,,,,
8200460,820046000,1,,,,,,
8200461,820046100,1,,,,,,
8200462,820046200,1,,,,,,
8200463,820046300,1,,,,,,
8200464,820046400,1,,,,,,
8200465,820046500,,1,,,,,
8200466,820046600,,,1,,,,
8200466,820046602,,,1,,,,1
8200466,820046603,,,1,,,,
8200466,820046604,,,1,,,,
8200466,820046605,,,1,,,,
8200466,820046606,,,1,,,,
8200466,820046607,,,1,,,,
8200466,820046608,,,1,,,,
8200466,820046609,,,1,,,,
8200466,820046610,,,1,,,,
8200466,820046611,,,1,,,,
8200466,820046613,,,1,,,,
8200466,820046614,,,1,,,,
8200467,820046700,1,,,,,,
8200468,820046800,,1,,,,,
8200469,820046900,1,,,,,,
8200470,820047000,1,,,,,,
8200471,820047100,1,,,,,,
8200472,820047200,1,,,,,,
8200473,820047300,1,,,,,,
8200474,820047400,1,,,,,,
8200476,820047600,1,,,,,,
8200478,820047800,1,,,,,,
8200483,820048300,1,,,,,,
8200484,820048400,1,,,,,,
8200486,820048600,1,,,,,,
8200487,820048700,1,,,,,,
8200488,820048800,1,,,,,,
8200490,820049000,1,,,,,,
8200491,820049100,1,,,,,,
8200492,820049200,1,,,,,,
8200493,820049300,1,,,,,,
8200494,820049400,,,1,,,,
8200495,820049500,1,,,,,,
8200496,820049600,1,,,,,,
8200498,820049800,1,,,,,,
8200501,820050100,1,,,,,,
8200503,820050300,1,,,,,,
8200504,820050400,1,,,,,,
8200505,820050500,1,,,,,,
8200505,820050501,1,,,,,,
8200506,820050600,1,,,,,,
8200508,820050800,1,,,,,,
8200509,820050900,1,,,,,,
8200510,820051000,1,,,,,,
8200511,820051100,1,,,,,,
8200512,820051200,1,,,,,,
8200514,820051400,1,,,,,,
8200515,820051500,1,,,,,,
8200518,820051800,,,1,,,,
8200519,820051900,1,,,,,,
8200520,820052000,1,,,,,,
8200521,820052100,1,,,,,,
8200522,820052200,1,,,,,,
8200523,820052300,1,,,,,,
8200524,820052400,1,,,,,,
8200526,820052600,1,,,,,,
8200527,820052700,1,,,,,,
8200528,820052800,1,,,,,,
8200530,820053000,1,,,,,,
8200533,820053300,1,,,,,,
8200534,820053400,1,,,,,,
8200535,820053500,1,,,,,,
8200536,820053600,1,,,,,,
8200537,820053700,1,,,,,,
8200537,820053702,1,,,,,,
8200537,820053703,1,,,,,,
8200538,820053800,1,,,,,,
8200539,820053900,1,,,,,,
8200540,820054000,1,,,,,,
8200540,820054002,1,,,,,,
8200541,820054100,1,,,,,,
8200541,820054101,1,,,,,,
8200541,820054104,1,,,,,,
8200542,820054200,1,,,,,,
8200544,820054400,1,,,,,,
8200544,820054401,1,,,,,,
8200544,820054402,1,,,,,,
8200544,820054403,1,,,,,,
8200547,820054700,,,1,,,,
8200550,820055000,1,,,,,,
8200550,820055003,1,,,,,,
8200551,820055100,,,,,,,
8200552,820055200,,,1,,,,
8200553,820055300,1,,,,,,
8200554,820055400,1,,,,,,
8200555,820055500,1,,,,,,
8200557,820055700,,,1,,,,
8200557,820055701,,,1,,,,
8200557,820055702,,,1,,,,
8200557,820055703,,,1,,,,
8200557,820055704,,,1,,,,
8200557,820055705,,,1,,,,
8200557,820055706,,,1,,,,
8200557,820055707,,,1,,,,
8200557,820055708,,,1,,,,
8200557,820055709,,,1,,,,
8200558,820055800,1,,,,,,
8200559,820055900,1,,,,,,
8200562,820056200,1,,,,,,
8200565,820056500,1,,,,,,
8200568,820056800,1,,,,,,
8200569,820056900,1,,,,,,
8200569,820056901,1,,,,,,
8200570,820057000,1,,,,,,
8200572,820057200,1,,,,,,
8200573,820057300,1,,,,,,
8200574,820057400,1,,,,,,
8200574,820057401,1,,,,,,
8200574,820057403,1,,,,,,
8200577,820057700,1,,,,,,
8200578,820057800,1,,,,,,
8200579,820057900,1,,,,,,
8200580,820058000,1,,,,,,
8200580,820058001,1,,,,,,
8200581,820058100,1,,,,,,
8200582,820058200,1,,,,,,
8200583,820058300,1,,,,,,
8200584,820058400,1,,,,,,
8200584,820058401,1,,,,,,
8200585,820058500,1,,,,,,
8200586,820058600,1,,,,,,
8200588,820058800,1,,,,,,
8200589,820058900,1,,,,,,
8200593,820059300,1,,,,,,
8200595,820059500,1,,,,,,
8200597,820059700,1,,,,,,
8200598,820059800,1,,,,,,
8200599,820059900,1,,,,,,
8200600,820060000,1,,,,,,
8200600,820060002,1,,,,,,
8200601,820060100,1,,,,,,
8200602,820060200,1,,,,,,
8200605,820060500,1,,,,,,
8200605,820060501,1,,,,,,
8200605,820060502,1,,,,,,
8200608,820060800,,1,,,,,
8200610,820061000,1,,,,,,
8200610,820061001,1,,,,,,
8200611,820061100,1,,,,,,
8200612,820061200,,,1,,,,
8200613,820061300,,,1,,,,
8200613,820061301,,,1,,,,
8200614,820061400,1,,,,,,
8200615,820061500,1,,,,,,
8200615,820061501,1,,,,,,
8200615,820061502,1,,,,,,
8200616,820061600,1,,,,,,
8200617,820061700,1,,,,,,
8200618,820061800,1,,,,,,
8200619,820061900,1,,,,,,
8200619,820061901,1,,,,,,
8200620,820062000,1,,,,,,
8200623,820062300,,1,,,,,
8200624,820062400,1,,,,,,
8200625,820062500,1,,,,,,
8200626,820062600,1,,,,,,
8200627,820062700,1,,,,,,
8200629,820062900,1,,,,,,
8200631,820063100,1,,,,,,
8200631,820063101,1,,,,,,
8200632,820063200,1,,,,,,
8200633,820063300,1,,,,,1,
8200635,820063500,1,,,,,,
8200636,820063600,,,1,,,,
8200637,820063700,1,,,,,,
8200638,820063800,1,,,,,,
8200639,820063900,,,1,,,,
8200639,820063905,,,1,,,,
8200640,820064000,1,,,,,,
8200641,820064100,1,,,,,,
8200642,820064200,1,,,,,,
8200643,820064300,1,,,,,,
8200644,820064400,1,,,,,,
8200645,820064500,1,,1,,,,
8200646,820064600,1,,,,,,
8200648,820064800,1,,,,,,
8200649,820064900,1,,,,,,
8200650,820065000,1,,,,,,
8200651,820065100,,1,,,,,
8200651,820065101,,1,,,,,
8200652,820065200,1,,,,,,
8200653,820065300,,,1,,,,
8200653,820065301,,,1,,,,
8200653,820065302,,,1,,,,
8200654,820065400,1,,,,,,
8200655,820065500,1,,,,,,
8200656,820065600,,1,,,,,
8200657,820065700,1,,,,,,
8200658,820065800,1,,,,,,
8200659,820065900,1,,,,,,
8200660,820066000,1,,,,,,
8200661,820066100,1,,,,,,
8200663,820066300,1,,,,,,
8200664,820066400,,,1,,,,
8200665,820066500,1,,,,,,
8200667,820066700,1,,,,,,
8200667,820066701,1,,,,,,
8200667,820066703,1,,,,,,
8200670,820067000,1,,,,,,
8200671,820067100,1,,,,,,
8200672,820067200,1,,,,,,
8200673,820067300,1,,,,,,
8200674,820067400,1,,,,,,
8200676,820067600,1,,,,,,
8200678,820067800,1,,,,,,
8200680,820068000,1,,,,,,
8200681,820068100,1,,,,,,
8200682,820068200,1,,,,,,
8200683,820068300,1,,,,,,
8200684,820068400,1,,1,,,,
8200684,820068401,1,,,,,,
8200684,820068402,1,,,,,,
8200685,820068500,1,,,,,,
8200686,820068600,,1,,,,,
8200687,820068700,1,,,,,,
8200688,820068800,1,,,,,,
8200689,820068900,1,,,,,,
8200690,820069000,1,,,,,,
8200691,820069100,1,,,,,,
8200692,820069200,1,,,,,,
8200693,820069300,1,,,,,,
8200694,820069400,1,,,,,,
8200695,820069500,1,,,,,,
8200695,820069501,1,,,,,,
8200695,820069502,1,,,,,,
8200696,820069600,,,1,,,,
8200697,820069700,1,,,,,,
8200697,820069701,1,,,,,,
8200697,820069702,1,,,,,,
8200699,820069900,1,,,,,,
8200701,820070100,,1,,,,,
8200705,820070500,1,,,,,,
8200706,820070600,1,,,,,,
8200708,820070800,,,1,,,,
8200709,820070900,1,,,,,,
8200711,820071100,1,,,,,,
8200712,820071200,1,,,,,,
8200712,820071201,1,,,,,,
8200713,820071300,1,,,,,,
8200714,820071400,1,,,,,,
8200716,820071600,1,,,,,,
8200717,820071700,1,,,,,,
8200718,820071800,1,,,,,,
8200718,820071802,1,,,,,,
8200718,820071805,1,,,,,,
8200719,820071900,1,,,,,,
8200720,820072000,1,,,,,,
8200722,820072200,1,,,,,,
8200723,820072300,,,1,,,,
8200723,820072301,,,1,,,,
8200723,820072302,,,1,,,,
8200723,820072305,,,1,,,,
8200723,820072306,,,1,,,,
8200724,820072400,,,,,,,
8200725,820072500,,,1,,,,
8200727,820072700,1,,,,,,
8200728,820072800,,1,,,,,
8200729,820072900,1,,,,,,
8200730,820073000,1,,,,,,
8200734,820073400,,,1,,,,
8200735,820073500,1,,,,,,
8200735,820073502,1,,,,,,
8200737,820073700,1,,,,,,
8200738,820073800,1,,,,,,
8200739,820073900,1,,,,,,
8200741,820074100,1,,,,,,
8200742,820074200,1,,,,,,
8200743,820074300,,,,,,,
8200744,820074400,1,,,,,,
8200745,820074500,1,,,,,,
8200746,820074600,1,,,,,,
8200747,820074700,,1,,,,,
8200749,820074900,1,,,,,,
8200750,820075000,1,,,,,,
8200754,820075400,1,,,,,,
8200755,820075500,,,,,,,
8200756,820075600,1,,,,,,
8200757,820075700,1,,,,,,
8200758,820075800,1,,,,,,
8200759,820075900,1,,,,,,
8200760,820076000,1,,,,,,
8200766,820076600,1,,,,,,
8200766,820076601,1,,,,,,
8200766,820076603,1,,,,,,
8200767,820076700,1,,,,,,
8200768,820076800,,,1,,,,
8200769,820076900,1,,,,,,
8200771,820077100,,,1,,,,
8200774,820077400,1,,,,,,
8200775,820077500,,,1,,,,
8200776,820077600,,,1,,,,
8200777,820077700,1,,,,,,
8200778,820077800,1,,,,,,
8200779,820077900,1,,,,,,
8200780,820078000,1,,,,,,
8200782,820078200,1,,,,,,
8200785,820078500,,,1,,,,
8200786,820078600,1,,,,,,
8200787,820078700,1,,,,,,
8200788,820078800,1,,,,,,
8200789,820078900,,,1,,,,
8200789,820078901,,,1,,,,
8200790,820079000,1,,,,,,
8200790,820079001,1,,,,,,
8200791,820079100,1,,,,,,
8200792,820079200,1,,,,,,
8200794,820079400,1,,,,,,
8200795,820079500,1,,,,,,
8200796,820079600,1,,,,,,
8200797,820079700,1,,,,,,
8200798,820079800,1,,,,,,
8200799,820079900,1,,,,,,
8200799,820079901,1,,,,,,
8200800,820080000,1,,,,,,
8200801,820080100,,,1,,,,
8200801,820080101,,,1,,,,
8200802,820080200,,,1,,,,
8200803,820080300,1,,,,,,
8200804,820080400,1,,,,,,
8200805,820080500,1,,,,,,
8200806,820080600,1,,,,,,
8200806,820080601,1,,,,,,
8200807,820080700,,1,,,,,
8200808,820080800,1,,,,,,
8200809,820080900,1,,,,,,
8200810,820081000,1,,,,,,
8200811,820081100,1,,,,,,
8200812,820081200,,,1,,,,
8200812,820081201,,,1,,,,
8200812,820081202,,,1,,,,
8200812,820081203,,,1,,,,
8200812,820081204,,,1,,,,
8200812,820081205,,,1,,,,
8200812,820081206,,,1,,,,
8200812,820081207,,,1,,,,
8200812,820081208,,,1,,,,
8200813,820081300,,1,,,,,
8200814,820081400,1,,,,,,
8200814,820081401,1,,,,,,
8200816,820081600,1,,,,,,
8200817,820081700,1,,,,,,
8200818,820081800,1,,,,,,
8200819,820081900,1,,,,,,
8200820,820082000,1,,,,,,
8200823,820082300,1,,,,,,
8200825,820082500,1,,,,,,
8200826,820082600,1,,,,,,
8200827,820082700,1,,,,,,
8200830,820083000,1,,,,,,
8200831,820083100,,,1,,,,
8200833,820083300,1,,,,,,
8200835,820083500,1,,,,,,
8200835,820083501,1,,,,,,
8200836,820083600,1,,,,,,
8200837,820083700,1,,,,,,
8200840,820084000,,,1,,,,
8200840,820084001,,,1,,,,
8200840,820084002,,,1,,,,
8200840,820084003,,,1,,,,
8200840,820084004,,,1,,,,
8200840,820084005,,,1,,,,
8200840,820084006,,,1,,,,
8200840,820084007,,,1,,,,
8200840,820084008,,,1,,,,
8200840,820084009,,,1,,,,
8200840,820084010,,,1,,,,
8200840,820084011,,,1,,,,
8200841,820084100,1,,,,,,
8200843,820084300,1,,,,,,
8200846,820084600,1,,,,,,
8200847,820084700,1,,,,,,
8200848,820084800,,1,,,,,
8200850,820085000,,,1,,,,
8200852,820085200,1,,,,,,
8200853,820085300,,,,,,,
8200854,820085400,,,1,,,,
8200854,820085401,,,1,,,,
8200854,820085402,,,1,,,,
8200854,820085403,,,1,,,,
8200856,820085600,,1,,,,,
8200857,820085700,,1,,,,,
8200858,820085800,1,,,,,,
8200859,820085900,1,,,,,,
8200860,820086000,1,,,,,,
8200861,820086100,1,,,,,,
8200861,820086101,1,,,,,,
8200861,820086102,1,,,,,,
8200861,820086103,1,,,,,,
8200862,820086200,1,,,,,,
8200863,820086300,1,,,,,,
8200864,820086400,1,,,,,,
8200866,820086600,1,,,,,,
8200867,820086700,1,,,,,,
8200868,820086800,1,,,,,,
8200869,820086900,1,,,,,,
8200870,820087000,1,,,,,,
8200871,820087100,1,,,,,,
8200872,820087200,1,,,,,,
8200873,820087300,1,,,,,,
8200874,820087400,1,,,,,,
8200875,820087500,1,,,,,,
8200876,820087600,1,,,,,,
8200877,820087700,,1,,,,,
8200878,820087800,,,1,,,,
8200879,820087900,1,,,,,,
8200879,820087901,1,,,,,,
8200879,820087904,1,,,,,,
8200880,820088000,1,,,,,,
8200881,820088100,1,,,,,,
8200884,820088400,1,,,,,,
8200885,820088500,,1,,,,,
8200886,820088600,1,,,,,,
8200887,820088700,1,,1,,,,
8200888,820088800,1,,,,,,
8200889,820088900,1,,,,,,
8200890,820089000,1,,,,,,
8200891,820089100,,1,,,,,
8200894,820089400,1,,,,,,
8200896,820089600,1,,,,,,
8200897,820089700,1,,,,,,
8200898,820089800,1,,,,,,
8200899,820089900,1,,,,,,
8200900,820090000,1,,,,,,
8200901,820090100,1,,,,,,
8200902,820090200,1,,,,,,
8200904,820090400,,,1,1,,,
8200906,820090600,1,,,,,,
8200907,820090700,1,,,,,,
8200908,820090800,1,,,,,,
8200909,820090900,1,,,,,,
8200910,820091000,1,,,,,,
8200911,820091100,,1,,,,,
8200912,820091200,1,,,,,,
8200913,820091300,,,1,,,,
8200913,820091301,,,1,,,,
8200913,820091303,,,1,,,,
8200913,820091304,,,1,,,,
8200914,820091400,1,,,,,,
8200915,820091500,1,,,,,,
8200916,820091600,1,,,,,,
8200919,820091900,1,,,,,,
8200920,820092000,1,,,,,,
8200922,820092200,1,,,,,,
8200924,820092400,1,,,,,,
8200925,820092500,1,,,,,,
8200926,820092600,,1,,,,,
8200927,820092700,1,,,,,,
8200928,820092800,1,,,,,,
8200929,820092900,1,,,,,,
8200930,820093000,1,,,,,,
8200931,820093100,1,,,,,,
8200932,820093200,1,,,,,,
8200933,820093300,1,,,,,,
8200934,820093400,,1,,,,,
8200935,820093500,1,,,,,,
8200936,820093600,1,,,,,,
8200937,820093700,1,,,,,,
8200938,820093800,1,,,,,,
8200939,820093900,1,,,,,,
8200940,820094000,1,,,,,,
8200941,820094100,1,,,,,,
8200942,820094200,1,,,,,,
8200943,820094300,1,,,,,,
8200944,820094400,1,,,,,,
8200945,820094500,1,,,,,,
8200946,820094600,1,,,,,,
8200947,820094700,1,,,,,,
8200948,820094800,,,1,,,,
8200949,820094900,,,1,,,,
8200950,820095000,1,,,,,,
8200951,820095100,1,,,,,,
8200952,820095200,1,,,,,,
8200953,820095300,1,,,,,,
8200954,820095400,,,1,,,,
8200954,820095401,,,1,,,,
8200954,820095402,,,1,,,,
8200954,820095403,,,1,,,,
8200954,820095404,,,1,,,,
8200954,820095405,,,1,,,,
8200954,820095406,,,1,,,,
8200954,820095407,,,1,,,,
8200954,820095408,,,1,,,,
8200956,820095600,,,1,,,,
8200956,820095601,,,1,,,,
8200956,820095602,,,1,,,,
8200956,820095603,,,1,,,,
8200956,820095604,,,1,,,,
8200956,820095605,,,1,,,,
8200957,820095700,1,,,,,,
8200958,820095800,1,,,,,,
8200959,820095900,1,,,,,,
8200960,820096000,1,,,,,,
8200962,820096200,1,,,,,,
8200964,820096400,1,,,,,,
8200965,820096500,1,,,,,,
8200968,820096800,1,,,,,,
8200972,820097200,1,,,,,,
8200973,820097300,1,,1,,,,
8200974,820097400,,,,,,,
8200975,820097500,1,,,,,,
8200976,820097600,,,1,,,,
8200976,820097601,,,1,,,,
8200977,820097700,1,,,,,,
8200977,820097701,1,,,,,,
8200978,820097800,1,,,,,,
8200979,820097900,1,,,,,,
8200980,820098000,1,,,,,,
8200983,820098300,1,,,,,,
8200984,820098400,1,,,,,,
8200985,820098500,1,,,,,,
8200985,820098501,1,,,,,,
8200988,820098800,1,,,,,,
8200988,820098801,1,,,,,,
8200988,820098802,1,,,,,,
8200989,820098900,,,1,,,,
8200989,820098902,,,1,,,,
8200990,820099000,1,,,,,,
8200991,820099100,1,,,,,,
8200992,820099200,1,,,,,,
8200994,820099400,1,,,,,,
8200995,820099500,1,,,,,,
8200996,820099600,1,,,,,,
8200997,820099700,1,,,,,,
8200998,820099800,1,,,,,,
8200999,820099900,1,,,,,,
8201000,820100000,1,,,,,,
8201000,820100001,1,,,,,,
8201002,820100200,1,,,,,,
8201003,820100300,1,,,,,,
8201004,820100400,1,,,,,,
8201005,820100500,1,,,,,,
8201006,820100600,1,,,,,,
8201011,820101100,1,,,,,,
8201011,820101103,1,,,,,,
8201011,820101104,1,,,,,,
8201012,820101200,1,,,,,,
8201015,820101500,1,,,,,,
8201015,820101502,1,,,,,,
8201016,820101600,,,1,,,,
8201020,820102000,1,,,,,,
8201022,820102200,1,,,,,,
8201024,820102400,,,1,,,,
8201024,820102401,,,1,,,,
8201024,820102402,,,1,,,,
8201025,820102500,1,,,,,,
8201026,820102600,,,1,,,,
8201026,820102601,,,1,,,,
8201027,820102700,,1,,,,,
8201028,820102800,1,,,,,,
8201029,820102900,1,,,,,,
8201030,820103000,1,,,,,,
8201031,820103100,1,,,,,,
8201033,820103300,1,,,1,,,
8201034,820103400,1,,,1,,,
8201035,820103500,1,,,,,,
8201037,820103700,,,,,,,
8201038,820103800,1,,,,,,
8201039,820103900,,,1,,,,
8201039,820103901,,,1,,,,
8201040,820104000,,,1,,,,
8201041,820104100,1,,,,,,
8201042,820104200,1,,,,,,
8201043,820104300,1,,,,,,
8201044,820104400,1,,,,,,
8201045,820104500,1,,,,,,
8201046,820104600,,1,,,,,
8201047,820104700,1,,,,,,
8201048,820104800,1,,,,,,
8201049,820104900,1,,,,,,
8201050,820105000,1,,,,,,
8201054,820105400,1,,,,,,
8201055,820105500,1,,,,,,
8201057,820105700,1,,,,,,
8201060,820106000,1,,,,,,
8201061,820106100,1,,,,,,
8201063,820106300,1,,,,,,
8201064,820106400,1,,,,,,
8201067,820106700,1,,,,,,
8201068,820106800,,,1,,,,
8201069,820106900,,,1,,,,
8201069,820106901,,,1,,,,
8201069,820106902,,,1,,,,
8201069,820106903,,,1,,,,
8201069,820106904,,,1,,,,
8201069,820106905,,,1,,,,
8201069,820106906,,,1,,,,
8201069,820106907,,,1,,,,
8201069,820106908,,,1,,,,
8201069,820106909,,,1,,,,
8201069,820106910,,,1,,,,
8201070,820107000,,,1,,,,
8201071,820107100,,,1,,,,
8201073,820107300,1,,,,,,
8201074,820107400,1,,,,,,
8201075,820107500,1,,,,,,
8201076,820107600,1,,,,,,
8201077,820107700,,1,,,,,
8201078,820107800,1,,1,,,,
8201079,820107900,1,,,,,,
8201080,820108000,1,,,,,,
8201081,820108100,1,,,,,,
8201082,820108200,,,1,,,,
8201082,820108201,,,1,,,,
8201082,820108202,,,1,,,,
8201082,820108203,,,1,,,,
8201082,820108204,,,1,,,,
8201082,820108205,,,1,,,,
8201082,820108206,,,1,,,,
8201082,820108207,,,1,,,,
8201083,820108300,1,,,,,,
8201084,820108400,1,,,,,,
8201085,820108500,,1,,,,,
8201087,820108700,1,,,,,,
8201088,820108800,1,,,,,,
8201091,820109100,,1,,,,,
8201092,820109200,1,,,,,,
8201094,820109400,1,,,,,,
8201095,820109500,1,,,,,,
8201098,820109800,1,,,,,,
8201099,820109900,1,,,,,,
8201101,820110100,1,,,,,,
8201103,820110300,1,,,,,,
8201104,820110400,1,,,,,,
8201104,820110401,1,,,,,,
8201104,820110402,1,,,,,,
